Name,Rtg,Pos,Card,Nation,PAC,SHO,PAS,DRI,DEF,PHY,Link
Selçuk İnan,84,CM,goldblue,Turkey,74,87,89,80,71,68,https://wefut.com/player/13/12941/selcuk-inan
Réver,84,CB,goldblue,Brazil,68,65,65,62,86,84,https://wefut.com/player/13/12939/rever
Carlos Vela,84,RW,goldblue,Mexico,89,84,78,88,47,73,https://wefut.com/player/13/12935/carlos-vela
Kevin-Prince Boateng,85,CAM,goldrare,Ghana,80,52,73,60,87,87,https://wefut.com/player/13/12928/phil-jagielka
Jordi Alba,84,LB,motm,Spain,92,74,82,85,84,72,https://wefut.com/player/13/13290/jordi-alba
Branislav Ivanović,84,CB,motm,Serbia,73,73,72,63,88,88,https://wefut.com/player/13/13014/branislav-ivanovic
Óscar Cardozo,84,ST,motm,Paraguay,63,90,72,74,53,83,https://wefut.com/player/13/12875/oscar-cardozo
Diego Forlán,84,ST,goldif,Uruguay,70,89,83,86,45,74,https://wefut.com/player/13/13988/diego-forlan
Alexandre Pato,84,ST,goldif,Brazil,90,83,68,84,45,79,https://wefut.com/player/13/13952/alexandre-pato
Andrés Guardado,84,LB,goldif,Mexico,89,80,81,87,68,66,https://wefut.com/player/13/12981/andres-guardado
Mathieu Valbuena,84,CAM,goldif,France,86,77,88,87,46,52,https://wefut.com/player/13/12912/mathieu-valbuena
Claudio Pizarro,84,ST,goldif,Peru,68,87,70,83,49,80,https://wefut.com/player/13/12614/claudio-pizarro
Łukasz Piszczek,84,RB,goldif,Poland,88,70,85,78,85,80,https://wefut.com/player/13/12606/lukasz-piszczek
Rio Ferdinand,84,CB,goldif,England,60,45,71,63,86,80,https://wefut.com/player/13/12338/rio-ferdinand
Rodrigo Palacio,84,ST,goldif,Argentina,89,84,80,87,47,68,https://wefut.com/player/13/12281/rodrigo-palacio
Shinji Kagawa,84,LM,goldif,Japan,84,78,77,90,43,53,https://wefut.com/player/13/12280/shinji-kagawa
Stevan Jovetić,84,ST,goldif,Montenegro,82,84,78,88,51,78,https://wefut.com/player/13/11727/stevan-jovetic
Bacary Sagna,84,CB,goldif,France,79,59,80,78,84,79,https://wefut.com/player/13/11698/bacary-sagna
Lukas Podolski,84,LW,goldif,Germany,88,89,78,82,43,68,https://wefut.com/player/13/11646/lukas-podolski
Nicolás Gaitán,84,LM,goldif,Argentina,84,79,84,87,59,62,https://wefut.com/player/13/11583/nicolas-gaitan
Edin Džeko,84,ST,goldif,Bosnia Herzegovina,74,85,71,82,50,75,https://wefut.com/player/13/11429/edin-dzeko
Frank Lampard,84,CDM,goldif,England,62,89,85,79,72,75,https://wefut.com/player/13/11425/frank-lampard
Lucas,84,LM,goldif,Brazil,93,81,82,90,55,56,https://wefut.com/player/13/11384/lucas
Diego,84,CAM,goldif,Brazil,77,79,85,88,53,63,https://wefut.com/player/13/11380/diego
Riccardo Montolivo,84,CAM,goldif,Italy,70,80,87,84,73,66,https://wefut.com/player/13/11347/riccardo-montolivo
James Rodríguez,84,CAM,goldif,Colombia,81,82,85,86,60,67,https://wefut.com/player/13/11332/james-rodriguez
Miroslav Klose,84,ST,goldif,Germany,78,79,69,80,51,89,https://wefut.com/player/13/11304/miroslav-klose
Ronaldinho,84,CAM,goldif,Brazil,61,82,87,90,43,61,https://wefut.com/player/13/11300/ronaldinho
Phil Jagielka,84,CB,goldblue,England,73,52,80,79,84,81,https://wefut.com/player/13/11262/patrice-evra
Robert Lewandowski,84,ST,goldif,Poland,83,79,66,85,50,83,https://wefut.com/player/13/11212/robert-lewandowski
Daniel Agger,84,CB,goldif,Denmark,69,68,71,63,84,82,https://wefut.com/player/13/11187/daniel-agger
Javier Pastore,84,RM,goldif,Argentina,77,78,83,86,50,65,https://wefut.com/player/13/11172/javier-pastore
Hernanes,84,CM,goldif,Brazil,70,82,84,86,68,61,https://wefut.com/player/13/11063/hernanes
Maicon,84,RB,goldrare,Brazil,85,75,82,80,82,77,https://wefut.com/player/13/14163/maicon
Mario Götze,84,CAM,goldrare,Germany,82,71,79,89,51,59,https://wefut.com/player/13/13561/mario-gotze
João Moutinho,84,CM,goldrare,Portugal,78,76,83,83,74,69,https://wefut.com/player/13/13552/joao-moutinho
Mario Balotelli,84,ST,goldrare,Italy,84,82,69,84,50,73,https://wefut.com/player/13/12229/mario-balotelli
Hulk,84,RW,goldrare,Brazil,90,85,78,82,60,74,https://wefut.com/player/13/11395/hulk
Mario Götze,84,CAM,goldrare,Germany,82,71,79,89,51,59,https://wefut.com/player/13/7383/mario-gotze
Thomas Müller,84,CAM,goldrare,Germany,84,79,78,80,50,72,https://wefut.com/player/13/6810/thomas-muller
Pedro,84,LW,goldrare,Spain,84,74,79,85,50,60,https://wefut.com/player/13/6778/pedro
Hulk,84,RW,goldrare,Brazil,90,85,78,82,60,74,https://wefut.com/player/13/6736/hulk
Marco Reus,84,CF,goldrare,Germany,90,84,74,84,46,60,https://wefut.com/player/13/6505/marco-reus
Mario Balotelli,84,ST,goldrare,Italy,84,82,69,84,50,73,https://wefut.com/player/13/6218/mario-balotelli
Adil Rami,84,CB,goldrare,France,54,56,67,58,84,84,https://wefut.com/player/13/5576/adil-rami
Toni Kroos,84,CAM,goldrare,Germany,52,82,85,83,62,56,https://wefut.com/player/13/5483/toni-kroos
Arturo Vidal,84,CDM,goldrare,Chile,80,76,81,82,82,72,https://wefut.com/player/13/5427/arturo-vidal
Claudio Marchisio,84,CM,goldrare,Italy,80,77,82,84,76,69,https://wefut.com/player/13/4396/claudio-marchisio
João Moutinho,84,CM,goldrare,Portugal,78,76,83,83,74,69,https://wefut.com/player/13/3246/joao-moutinho
Jefferson Farfán,84,RM,goldrare,Peru,91,78,81,85,51,65,https://wefut.com/player/13/2993/jefferson-farfan
Soldado,84,ST,goldrare,Spain,79,81,66,79,56,82,https://wefut.com/player/13/2230/soldado
Nenê,84,LW,goldrare,Brazil,77,80,84,86,42,67,https://wefut.com/player/13/2214/nene
Santi Cazorla,84,CAM,goldrare,Spain,78,78,84,86,47,61,https://wefut.com/player/13/2204/santi-cazorla
Patrice Evra,84,LB,goldif,France,80,72,81,83,79,72,https://wefut.com/player/13/2200/dani-alves
Arda Turan,84,CAM,goldrare,Turkey,74,72,80,89,49,71,https://wefut.com/player/13/2101/arda-turan
Diego Milito,84,ST,goldrare,Argentina,80,80,70,83,50,80,https://wefut.com/player/13/2058/diego-milito
Giorgio Chiellini,84,CB,goldrare,Italy,80,57,64,53,86,84,https://wefut.com/player/13/1821/giorgio-chiellini
Kaká,84,CAM,goldrare,Brazil,73,81,81,85,41,50,https://wefut.com/player/13/1763/kaka
Andrea Barzagli,84,CB,goldrare,Italy,68,48,66,54,86,81,https://wefut.com/player/13/1623/andrea-barzagli
Maicon,84,RB,goldrare,Brazil,85,75,82,80,82,77,https://wefut.com/player/13/1527/maicon
Ashley Cole,84,LB,goldrare,England,80,61,80,79,81,71,https://wefut.com/player/13/531/ashley-cole
Walter Samuel,84,CB,goldrare,Argentina,61,48,59,46,87,82,https://wefut.com/player/13/473/walter-samuel
Steven Gerrard,84,CAM,goldrare,England,71,86,86,77,73,75,https://wefut.com/player/13/314/steven-gerrard
John Terry,84,CB,goldrare,England,51,47,58,50,84,84,https://wefut.com/player/13/312/john-terry
Tim Cahill,83,CAM,goldblue,Australia,69,83,85,80,74,93,https://wefut.com/player/13/14268/tim-cahill
Benoît Trémoulinas,83,LB,goldblue,France,87,72,86,80,83,73,https://wefut.com/player/13/13179/benoit-tremoulinas
Blaise Matuidi,83,CDM,goldblue,France,83,68,83,80,85,82,https://wefut.com/player/13/13165/blaise-matuidi
Dušan Basta,83,RM,goldblue,Serbia,84,71,81,83,83,74,https://wefut.com/player/13/13138/dusan-basta
Jeremain Lens,83,RW,goldblue,Netherlands,90,83,76,86,50,70,https://wefut.com/player/13/12943/jeremain-lens
Gonzalo Castro,83,CAM,goldblue,Germany,81,71,85,84,80,72,https://wefut.com/player/13/12942/gonzalo-castro
Salvatore Bocchetti,83,CB,goldblue,Italy,80,53,70,56,85,85,https://wefut.com/player/13/12929/salvatore-bocchetti
Landon Donovan,83,ST,motm,United States,88,79,81,80,56,64,https://wefut.com/player/13/14160/landon-donovan
Diego Forlán,83,ST,motm,Uruguay,69,87,81,85,44,72,https://wefut.com/player/13/13286/diego-forlan
Emmanuel Adebayor,83,ST,motm,Togo,74,80,67,82,48,84,https://wefut.com/player/13/11715/emmanuel-adebayor
Aiden McGeady,83,RM,goldif,Republic of Ireland,91,75,81,87,56,62,https://wefut.com/player/13/14147/aiden-mcgeady
Laurent Koscielny,83,CB,goldif,France,76,60,72,64,87,84,https://wefut.com/player/13/13018/laurent-koscielny
Vágner Love,83,CAM,goldif,Brazil,85,81,66,85,50,76,https://wefut.com/player/13/12984/vagner-love
Stéphane Sessègnon,83,CF,goldif,Benin,86,77,80,87,61,72,https://wefut.com/player/13/12841/stephane-sessegnon
Dani Alves,84,RB,goldrare,Brazil,90,76,79,90,58,72,https://wefut.com/player/13/12612/gervinho
Jan Vertonghen,83,CB,goldif,Belgium,72,73,80,74,85,85,https://wefut.com/player/13/12607/jan-vertonghen
Mathieu Valbuena,83,RM,goldif,France,85,76,84,85,45,51,https://wefut.com/player/13/12591/mathieu-valbuena
Burak Yılmaz,83,ST,goldif,Turkey,82,82,80,82,58,82,https://wefut.com/player/13/12345/burak-yilmaz
Nuri Şahin,83,CDM,goldif,Turkey,59,76,86,84,72,55,https://wefut.com/player/13/12341/nuri-sahin
Negredo,83,ST,goldif,Spain,69,85,65,79,50,84,https://wefut.com/player/13/12282/negredo
Beñat,83,CM,goldif,Spain,69,79,88,78,73,58,https://wefut.com/player/13/11741/benat
Mario Mandžukić,83,ST,goldif,Croatia,78,80,63,78,51,89,https://wefut.com/player/13/11666/mario-mandzukic
Giampaolo Pazzini,83,ST,goldif,Italy,75,78,67,78,51,88,https://wefut.com/player/13/11628/giampaolo-pazzini
Łukasz Piszczek,83,RB,goldif,Poland,87,67,82,76,83,77,https://wefut.com/player/13/11620/lukasz-piszczek
Gökhan Inler,83,CM,goldif,Switzerland,72,81,85,81,82,75,https://wefut.com/player/13/11607/gokhan-inler
Jordi Alba,83,LB,goldif,Spain,91,71,81,84,82,70,https://wefut.com/player/13/11579/jordi-alba
Theo Walcott,83,ST,goldif,England,96,77,75,82,48,57,https://wefut.com/player/13/11427/theo-walcott
Jack Wilshere,83,CM,goldif,England,78,70,86,85,74,64,https://wefut.com/player/13/11424/jack-wilshere
Andrés Guardado,83,LM,goldif,Mexico,88,77,78,86,63,63,https://wefut.com/player/13/11346/andres-guardado
Branislav Ivanović,83,RB,goldif,Serbia,72,69,70,61,85,84,https://wefut.com/player/13/11296/branislav-ivanovic
Fabrizio Miccoli,83,ST,goldif,Italy,86,87,81,87,45,59,https://wefut.com/player/13/11287/fabrizio-miccoli
Marouane Fellaini,83,CAM,goldif,Belgium,74,76,83,78,83,85,https://wefut.com/player/13/11265/marouane-fellaini
Javier Hernández,83,ST,goldif,Mexico,90,79,65,76,45,79,https://wefut.com/player/13/11249/javier-hernandez
Óscar Cardozo,83,ST,goldif,Paraguay,62,87,70,72,52,82,https://wefut.com/player/13/11177/oscar-cardozo
Mbark Boussoufa,83,RM,goldif,Morocco,79,75,83,87,49,49,https://wefut.com/player/13/11062/mbark-boussoufa
Lucas,83,RW,goldif,Brazil,92,78,81,89,54,55,https://wefut.com/player/13/11061/lucas
Dimitar Berbatov,83,ST,goldif,Bulgaria,69,83,81,83,39,80,https://wefut.com/player/13/11060/dimitar-berbatov
Stevan Jovetić,83,ST,goldrare,Montenegro,81,81,75,87,50,76,https://wefut.com/player/13/14164/stevan-jovetic
Jérémy Toulalan,83,CDM,goldrare,France,53,51,81,69,80,74,https://wefut.com/player/13/13890/jeremy-toulalan
Gervinho,83,RM,goldif,Ivory Coast,90,76,57,75,53,87,https://wefut.com/player/13/13562/fernando-llorente
James Rodríguez,83,RW,goldrare,Colombia,80,79,81,85,59,66,https://wefut.com/player/13/13553/james-rodriguez
Alexandre Pato,83,ST,goldrare,Brazil,89,78,66,83,44,77,https://wefut.com/player/13/12211/alexandre-pato
Loïc Rémy,83,ST,goldrare,France,92,76,71,78,49,84,https://wefut.com/player/13/12194/loic-remy
James Rodríguez,83,LW,goldrare,Colombia,80,79,81,85,59,66,https://wefut.com/player/13/8289/james-rodriguez
Holger Badstuber,83,CB,goldrare,Germany,67,55,74,56,83,80,https://wefut.com/player/13/7464/holger-badstuber
Javier Pastore,83,CAM,goldrare,Argentina,74,77,81,85,49,64,https://wefut.com/player/13/7182/javier-pastore
Shinji Kagawa,83,CAM,goldrare,Japan,83,71,74,88,42,52,https://wefut.com/player/13/6735/shinji-kagawa
Robert Lewandowski,83,ST,goldrare,Poland,82,75,63,84,49,82,https://wefut.com/player/13/6544/robert-lewandowski
Nicolás Gaitán,83,RM,goldrare,Argentina,83,76,81,86,58,60,https://wefut.com/player/13/5819/nicolas-gaitan
Stevan Jovetić,83,ST,goldrare,Montenegro,81,81,75,87,50,76,https://wefut.com/player/13/5423/stevan-jovetic
Edin Džeko,83,ST,goldrare,Bosnia Herzegovina,72,82,69,81,49,74,https://wefut.com/player/13/5309/edin-dzeko
Hernanes,83,CAM,goldrare,Brazil,69,79,82,85,67,60,https://wefut.com/player/13/5256/hernanes
Alexandre Pato,83,ST,goldrare,Brazil,89,78,66,83,44,77,https://wefut.com/player/13/5222/alexandre-pato
Sami Khedira,83,CDM,goldrare,Germany,60,71,73,64,84,78,https://wefut.com/player/13/5182/sami-khedira
Loïc Rémy,83,ST,goldrare,France,92,76,71,78,49,84,https://wefut.com/player/13/5102/loic-remy
Javi Martínez,83,CDM,goldrare,Spain,59,65,76,71,83,78,https://wefut.com/player/13/4861/javi-martinez
Marcelo,83,LB,goldrare,Brazil,83,67,80,83,80,70,https://wefut.com/player/13/4679/marcelo
Antonio Valencia,83,RM,goldrare,Ecuador,90,70,79,82,58,66,https://wefut.com/player/13/3801/antonio-valencia
Bacary Sagna,83,RB,goldrare,France,79,57,77,76,81,77,https://wefut.com/player/13/3356/bacary-sagna
Fernando Llorente,83,ST,goldrare,Spain,61,76,57,75,53,87,https://wefut.com/player/13/3216/fernando-llorente
Riccardo Montolivo,83,CM,goldrare,Italy,68,77,85,82,71,65,https://wefut.com/player/13/3110/riccardo-montolivo
Alexandre Song,83,CDM,goldrare,Cameroon,72,56,76,76,82,76,https://wefut.com/player/13/2936/alexandre-song
Rodrigo Palacio,83,RF,goldrare,Argentina,88,81,78,86,46,64,https://wefut.com/player/13/2641/rodrigo-palacio
Daniel Agger,83,CB,goldrare,Denmark,68,66,69,62,82,79,https://wefut.com/player/13/2523/daniel-agger
Lisandro López,83,ST,goldrare,Argentina,81,83,76,81,59,75,https://wefut.com/player/13/2057/lisandro-lopez
Robinho,83,LF,goldrare,Brazil,88,75,77,91,41,57,https://wefut.com/player/13/1571/robinho
Diego,83,CAM,goldrare,Brazil,76,76,83,87,52,62,https://wefut.com/player/13/1570/diego
Jérémy Toulalan,83,CDM,goldrare,France,53,51,81,69,80,74,https://wefut.com/player/13/1251/jeremy-toulalan
Patrice Evra,83,LB,goldrare,France,79,51,78,77,82,78,https://wefut.com/player/13/830/patrice-evra
Ronaldinho,83,CAM,goldrare,Brazil,58,77,85,89,42,60,https://wefut.com/player/13/501/ronaldinho
Danny,83,CAM,goldrare,Portugal,79,73,82,86,46,50,https://wefut.com/player/13/454/danny
Miroslav Klose,83,ST,goldrare,Germany,77,75,66,78,50,88,https://wefut.com/player/13/249/miroslav-klose
Pablo Aimar,83,CAM,goldrare,Argentina,74,70,84,87,51,61,https://wefut.com/player/13/247/pablo-aimar
Rio Ferdinand,83,CB,goldrare,England,58,43,66,60,84,78,https://wefut.com/player/13/175/rio-ferdinand
Frank Lampard,83,CAM,goldrare,England,60,87,84,78,69,71,https://wefut.com/player/13/148/frank-lampard
Raphaël Varane,82,CB,goldblue,France,68,53,69,68,85,84,https://wefut.com/player/13/13236/raphael-varane
Lucas Biglia,82,CM,goldblue,Argentina,60,70,82,83,79,66,https://wefut.com/player/13/13186/lucas-biglia
Rod Fanni,82,RB,goldblue,France,89,65,79,73,84,80,https://wefut.com/player/13/13163/rod-fanni
Adem Ljajić,82,LW,goldblue,Serbia,83,78,82,88,55,63,https://wefut.com/player/13/13139/adem-ljajic
Manuel Pasqual,82,LB,goldblue,Italy,80,69,83,80,80,74,https://wefut.com/player/13/13137/manuel-pasqual
Gonzalo Rodríguez,82,CB,goldblue,Argentina,63,55,65,52,82,84,https://wefut.com/player/13/13136/gonzalo-rodriguez
Ashley Williams,82,CB,goldblue,Wales,74,48,70,67,82,87,https://wefut.com/player/13/13004/ashley-williams
Rubén Castro,82,ST,goldblue,Spain,86,80,64,82,40,70,https://wefut.com/player/13/12948/ruben-castro
Dejan Damjanović,82,ST,goldblue,Montenegro,84,82,73,79,54,84,https://wefut.com/player/13/12947/dejan-damjanovic
Claudio Yacob,82,CDM,goldblue,Argentina,71,60,73,73,81,80,https://wefut.com/player/13/12946/claudio-yacob
Eliaquim Mangala,82,CB,goldblue,France,81,50,73,70,84,85,https://wefut.com/player/13/12944/eliaquim-mangala
Maxime Gonalons,82,CDM,goldblue,France,80,74,76,79,85,83,https://wefut.com/player/13/12940/maxime-gonalons
Niklas Moisander,82,CB,goldblue,Finland,72,55,76,70,83,83,https://wefut.com/player/13/12938/niklas-moisander
Lukas Podolski,83,CF,goldrare,Germany,87,79,85,89,69,70,https://wefut.com/player/13/14231/ilkay-gundogan
Fred,82,ST,motm,Brazil,59,87,75,79,46,84,https://wefut.com/player/13/13288/fred
Isco,82,LW,motm,Spain,80,84,83,90,56,60,https://wefut.com/player/13/13262/isco
Emmanuel Emenike,82,RW,motm,Nigeria,91,82,54,79,45,73,https://wefut.com/player/13/11687/emmanuel-emenike
Gervinho,82,RM,motm,Ivory Coast,89,73,75,88,57,71,https://wefut.com/player/13/11686/gervinho
Clarence Seedorf,82,CAM,goldif,Netherlands,56,84,89,88,65,66,https://wefut.com/player/13/13948/clarence-seedorf
Senad Lulić,82,LB,goldif,Bosnia Herzegovina,87,82,85,85,78,73,https://wefut.com/player/13/13245/senad-lulic
Marco Di Vaio,82,ST,goldif,Italy,84,85,69,81,51,72,https://wefut.com/player/13/13065/marco-di-vaio
Alexandr Samedov,82,RM,goldif,Russia,85,75,86,84,57,62,https://wefut.com/player/13/13060/alexandr-samedov
Lucho González,82,CM,goldif,Argentina,70,83,87,80,70,76,https://wefut.com/player/13/13021/lucho-gonzalez
Philippe Mexès,82,CB,goldif,France,70,55,63,63,84,84,https://wefut.com/player/13/13017/philippe-mexes
Jérémy Ménez,82,ST,goldif,France,86,77,80,86,51,66,https://wefut.com/player/13/12988/jeremy-menez
André Ayew,82,LM,goldif,Ghana,83,78,81,85,68,86,https://wefut.com/player/13/12985/andre-ayew
Christian Eriksen,82,CM,goldif,Denmark,82,77,84,87,47,56,https://wefut.com/player/13/12901/christian-eriksen
Balázs Dzsudzsák,82,RM,goldif,Hungary,83,85,83,82,44,54,https://wefut.com/player/13/12899/balazs-dzsudzsak
Raúl Albiol,82,CB,goldif,Spain,53,55,70,61,83,82,https://wefut.com/player/13/12857/raul-albiol
Per Mertesacker,82,CB,goldif,Germany,34,46,60,41,87,80,https://wefut.com/player/13/12834/per-mertesacker
Michael Carrick,82,CDM,goldif,England,62,74,85,77,80,75,https://wefut.com/player/13/12817/michael-carrick
Germán Denis,82,ST,goldif,Argentina,75,83,63,76,54,86,https://wefut.com/player/13/12803/german-denis
Jan Vertonghen,82,CB,goldif,Belgium,71,69,77,73,83,84,https://wefut.com/player/13/12277/jan-vertonghen
Jonas,82,LM,goldif,Brazil,77,82,68,85,43,63,https://wefut.com/player/13/11744/jonas
Hugo Campagnaro,82,CB,goldif,Argentina,73,60,69,65,85,83,https://wefut.com/player/13/11700/hugo-campagnaro
Kwadwo Asamoah,82,LB,goldif,Ghana,84,79,80,84,79,76,https://wefut.com/player/13/11680/kwadwo-asamoah
Dries Mertens,82,LW,goldif,Belgium,88,84,79,84,50,48,https://wefut.com/player/13/11663/dries-mertens
Jakub Błaszczykowski,82,RM,goldif,Poland,94,78,79,84,61,60,https://wefut.com/player/13/11642/jakub-blaszczykowski
İlkay Gündoğan,82,CAM,motm,Germany,70,77,83,79,80,74,https://wefut.com/player/13/11378/gokhan-inler
Benedikt Höwedes,82,CB,goldif,Germany,73,39,70,56,83,82,https://wefut.com/player/13/11371/benedikt-howedes
Fabricio Coloccini,82,CB,goldif,Argentina,68,56,74,70,83,81,https://wefut.com/player/13/11370/fabricio-coloccini
Brede Hangeland,82,CB,goldif,Norway,59,50,64,51,86,78,https://wefut.com/player/13/11351/brede-hangeland
Jordi Alba,82,LB,goldif,Spain,90,70,78,82,80,69,https://wefut.com/player/13/11350/jordi-alba
Laurent Koscielny,82,CB,goldif,France,75,52,70,62,84,82,https://wefut.com/player/13/11334/laurent-koscielny
Marouane Fellaini,82,CAM,goldif,Belgium,73,69,82,76,82,85,https://wefut.com/player/13/11330/marouane-fellaini
Keisuke Honda,82,CAM,goldif,Japan,83,83,79,82,68,73,https://wefut.com/player/13/11313/keisuke-honda
Fabio Quagliarella,82,ST,goldif,Italy,76,87,75,82,51,68,https://wefut.com/player/13/11250/fabio-quagliarella
Dante,82,CB,goldif,Brazil,69,63,76,70,84,83,https://wefut.com/player/13/11207/dante
Jermain Defoe,82,ST,goldif,England,85,86,60,81,40,71,https://wefut.com/player/13/11196/jermain-defoe
Bafétimbi Gomis,82,ST,goldif,France,77,83,62,74,55,81,https://wefut.com/player/13/11195/bafetimbi-gomis
Axel Witsel,82,CM,goldif,Belgium,72,80,82,86,75,78,https://wefut.com/player/13/11193/axel-witsel
Fredy Guarín,82,CAM,goldif,Colombia,77,83,83,81,80,77,https://wefut.com/player/13/11173/fredy-guarin
Simao,82,RM,goldif,Portugal,81,79,79,87,40,60,https://wefut.com/player/13/11109/simao
Martin Škrtel,82,CB,goldif,Slovakia,70,48,59,53,83,84,https://wefut.com/player/13/11104/martin-skrtel
Negredo,82,ST,goldrare,Spain,67,81,62,77,48,82,https://wefut.com/player/13/14165/negredo
Medhi Benatia,82,CB,goldrare,Morocco,66,35,62,56,85,80,https://wefut.com/player/13/14073/medhi-benatia
Beñat,82,CM,goldrare,Spain,67,78,84,76,71,56,https://wefut.com/player/13/13929/benat
Michaël Essien,82,CDM,goldrare,Ghana,66,74,82,76,82,76,https://wefut.com/player/13/13891/michael-essien
Joaquín,82,RM,goldrare,Spain,77,74,82,88,42,51,https://wefut.com/player/13/13563/joaquin
Alberto Costa,82,CM,goldrare,Argentina,68,80,85,81,70,60,https://wefut.com/player/13/13557/alberto-costa
Joaquín,82,RM,goldrare,Spain,77,74,82,88,42,51,https://wefut.com/player/13/12245/joaquin
Beñat,82,CM,goldrare,Spain,67,78,84,76,71,56,https://wefut.com/player/13/12244/benat
Yann M'Vila,82,CDM,goldrare,France,77,63,77,75,81,68,https://wefut.com/player/13/12232/yann-m-vila
Gökhan Inler,82,CM,goldif,Switzerland,84,76,62,83,49,74,https://wefut.com/player/13/12230/vagner-love
