Name,Rtg,Card,Nation,DIV,HAN,KIC,REF,SPE,POS,Link
Kyle Reynish,60,bronze,United States,61,64,59,57,41,63,https://wefut.com/player/13/5281/kyle-reynish
Sergio Viotti,60,bronze,Italy,56,58,50,66,50,62,https://wefut.com/player/13/5049/sergio-viotti
Chase Harrison,60,bronze,United States,64,63,59,60,57,59,https://wefut.com/player/13/5036/chase-harrison
Han Dong Jin,60,bronze,Korea Republic,62,56,57,61,50,64,https://wefut.com/player/13/4623/han-dong-jin
Csaba Somogyi,60,bronze,Hungary,66,67,53,55,34,56,https://wefut.com/player/13/3535/csaba-somogyi
Brighton Mhlongo,60,bronze,South Africa,61,59,44,62,50,63,https://wefut.com/player/13/3519/jay-nolly
Lee Hollis,60,bronze,Scotland,58,61,62,61,31,63,https://wefut.com/player/13/2881/lee-hollis
Stuart Nelson,60,bronze,England,61,63,59,58,59,61,https://wefut.com/player/13/2648/stuart-nelson
Gary Rogers,60,bronze,Republic of Ireland,59,58,57,66,35,60,https://wefut.com/player/13/2405/gary-rogers
Arjan Christianen,60,bronze,Netherlands,60,62,63,59,52,62,https://wefut.com/player/13/1489/arjan-christianen
Scott Shearer,60,bronze,Scotland,65,60,56,62,37,55,https://wefut.com/player/13/1387/scott-shearer
Alejandro,60,bronze,Spain,59,65,55,61,56,62,https://wefut.com/player/13/1294/alejandro
David Lucas,60,bronze,England,57,60,64,64,54,60,https://wefut.com/player/13/1060/david-lucas
Paul Smith,60,bronze,England,59,52,55,65,41,62,https://wefut.com/player/13/1024/paul-smith
Jimmy Walker,60,bronze,England,58,57,59,65,22,63,https://wefut.com/player/13/941/jimmy-walker
Andy Warrington,60,bronze,England,62,61,54,60,52,60,https://wefut.com/player/13/285/andy-warrington
Graham Stack,60,bronze,Republic of Ireland,61,61,56,59,37,62,https://wefut.com/player/13/157/graham-stack
Rab Douglas,60,bronze,Scotland,59,62,62,55,28,62,https://wefut.com/player/13/134/rab-douglas
Richard Sánchez,59,bronzerare,Mexico,69,53,59,62,51,53,https://wefut.com/player/13/13860/richard-sanchez
Renze Fij,59,bronzerare,Netherlands,56,55,68,70,31,55,https://wefut.com/player/13/9682/renze-fij
Richard Sánchez,59,bronzerare,Mexico,69,53,59,62,51,53,https://wefut.com/player/13/9277/richard-sanchez
Chris Lewington,59,bronzerare,England,66,51,48,71,60,48,https://wefut.com/player/13/8268/chris-lewington
Justin Pasfield,59,bronzerare,Australia,68,51,50,67,39,51,https://wefut.com/player/13/5540/justin-pasfield
Dean Bouzanis,59,bronzerare,Australia,58,57,59,64,65,57,https://wefut.com/player/13/5379/dean-bouzanis
Scott Bevan,59,bronzerare,England,61,55,64,63,27,59,https://wefut.com/player/13/2553/scott-bevan
Anthony Favre,59,bronzerare,Switzerland,64,62,54,55,60,60,https://wefut.com/player/13/1845/anthony-favre
Cameron Belford,59,bronze,England,67,52,53,69,48,55,https://wefut.com/player/13/11559/cameron-belford
Marcel Schuhen,59,bronze,Germany,64,55,66,61,55,54,https://wefut.com/player/13/10753/marcel-schuhen
Abdulrahman Al Ghamdi,59,bronze,Saudi Arabia,65,54,60,62,42,55,https://wefut.com/player/13/10599/abdulrahman-al-ghamdi
Mustafa Malaika,59,bronze,Saudi Arabia,64,63,61,55,46,54,https://wefut.com/player/13/10541/mustafa-malaika
Jay Nolly,60,bronze,United States,63,59,58,55,50,63,https://wefut.com/player/13/3519/jay-nolly
Yoon Ki Hea,59,bronze,Korea Republic,66,64,61,58,46,52,https://wefut.com/player/13/10111/yoon-ki-hea
Kim Sun Kyu,59,bronze,Korea Republic,56,55,61,63,44,61,https://wefut.com/player/13/9340/kim-sun-kyu
Jake Gleeson,59,bronze,New Zealand,59,62,60,58,47,57,https://wefut.com/player/13/9315/jake-gleeson
Damian Martinez,59,bronze,Argentina,64,56,48,65,59,55,https://wefut.com/player/13/9285/damian-martinez
Bryan Meredith,59,bronze,United States,64,59,65,63,41,53,https://wefut.com/player/13/9143/bryan-meredith
Ryan Allsop,59,bronze,England,61,57,61,62,42,59,https://wefut.com/player/13/8580/ryan-allsop
Tyler Deric,59,bronze,United States,62,59,60,64,32,55,https://wefut.com/player/13/7702/tyler-deric
Leandro,59,bronze,Spain,57,65,60,56,36,58,https://wefut.com/player/13/7488/leandro
Jung San,59,bronze,Korea Republic,63,59,53,64,48,57,https://wefut.com/player/13/7255/jung-san
Cameron Belford,59,bronze,England,67,52,53,69,48,55,https://wefut.com/player/13/5962/cameron-belford
Tando Velaphi,59,bronze,Australia,64,54,53,67,58,52,https://wefut.com/player/13/5297/tando-velaphi
Chris Dunn,59,bronze,England,63,62,40,67,56,47,https://wefut.com/player/13/5161/chris-dunn
Seb Brown,59,bronze,England,63,59,51,64,47,56,https://wefut.com/player/13/5091/seb-brown
Lee Jung Rae,59,bronze,Korea Republic,60,62,61,56,38,58,https://wefut.com/player/13/4616/lee-jung-rae
Jessy Moulin,59,bronze,France,58,61,60,59,51,61,https://wefut.com/player/13/4276/jessy-moulin
David Gonzalez,59,bronze,Switzerland,63,55,57,65,54,52,https://wefut.com/player/13/3892/david-gonzalez
Roberto Maurantonio,59,bronze,Italy,58,60,50,61,47,60,https://wefut.com/player/13/3827/roberto-maurantonio
Chris Neal,59,bronze,England,60,56,55,63,59,58,https://wefut.com/player/13/3690/chris-neal
Michael Poke,59,bronze,England,63,59,57,59,53,57,https://wefut.com/player/13/2793/michael-poke
Scott Brown,59,bronze,England,62,50,58,64,58,57,https://wefut.com/player/13/2544/scott-brown
Matt Duke,59,bronze,England,53,67,56,59,48,63,https://wefut.com/player/13/2497/matt-duke
Choi Hyun,59,bronze,Korea Republic,61,60,68,61,38,62,https://wefut.com/player/13/1584/choi-hyun
Michael Fraser,59,bronze,Scotland,58,57,54,64,24,59,https://wefut.com/player/13/1419/michael-fraser
Zlatan Alomerovic,59,bronze,Germany,66,58,50,66,36,64,https://wefut.com/player/13/655/petter-wasta
Peter Enckelman,59,bronze,Finland,57,58,51,60,55,63,https://wefut.com/player/13/529/peter-enckelman
Papa Demba Camara,58,bronzerare,Senegal,74,49,53,61,44,50,https://wefut.com/player/13/9797/papa-demba-camara
Jamal Blackman,58,bronzerare,England,65,48,58,65,45,53,https://wefut.com/player/13/9786/jamal-blackman
Lee Bum Soo,58,bronzerare,Korea Republic,58,62,58,62,63,59,https://wefut.com/player/13/9763/lee-bum-soo
Josh Ford,58,bronzerare,United States,65,51,61,62,68,57,https://wefut.com/player/13/9233/josh-ford
Jerrad Tyson,58,bronzerare,Australia,56,61,57,57,62,59,https://wefut.com/player/13/8707/jerrad-tyson
Cyprien Baguette,58,bronzerare,Belgium,61,56,58,64,61,53,https://wefut.com/player/13/5813/cyprien-baguette
Jayson Leutwiler,58,bronzerare,Switzerland,55,57,53,60,55,61,https://wefut.com/player/13/5594/jayson-leutwiler
Andrew Redmayne,58,bronzerare,Australia,60,59,60,60,42,64,https://wefut.com/player/13/5569/andrew-redmayne
Eric Kronberg,58,bronzerare,United States,61,58,58,60,47,61,https://wefut.com/player/13/5037/eric-kronberg
Alan Martin,58,bronzerare,Scotland,61,56,58,63,66,55,https://wefut.com/player/13/4460/alan-martin
Jamie Young,58,bronzerare,England,60,61,51,59,65,54,https://wefut.com/player/13/3390/jamie-young
Kasper Jensen,58,bronzerare,Denmark,66,55,65,58,61,50,https://wefut.com/player/13/673/kasper-jensen
Barry Murphy,58,bronze,Republic of Ireland,57,58,54,61,34,58,https://wefut.com/player/13/12124/barry-murphy
Abdullah Alsdairy,58,bronze,Saudi Arabia,58,57,58,63,41,55,https://wefut.com/player/13/11006/abdullah-alsdairy
Mattijs Branderhorst,58,bronze,Netherlands,60,57,55,60,40,57,https://wefut.com/player/13/10993/mattijs-branderhorst
Abdullah Al Saleh,58,bronze,Saudi Arabia,61,58,54,57,48,57,https://wefut.com/player/13/10978/abdullah-al-saleh
Niklas Lomb,58,bronze,Germany,65,52,59,62,36,57,https://wefut.com/player/13/10873/niklas-lomb
Quentin Beunardeau,58,bronze,France,59,56,57,59,55,57,https://wefut.com/player/13/10721/quentin-beunardeau
Pascal Elissalde,58,bronze,France,60,56,60,65,42,53,https://wefut.com/player/13/10688/pascal-elissalde
Abdullah Al Auichir,58,bronze,Saudi Arabia,67,54,58,59,59,53,https://wefut.com/player/13/10669/abdullah-al-auichir
Mohammed Alkhojli,58,bronze,Saudi Arabia,59,57,53,56,49,62,https://wefut.com/player/13/10513/mohammed-alkhojli
Khalid Sharahili,58,bronze,Saudi Arabia,56,56,56,58,40,65,https://wefut.com/player/13/10491/khalid-sharahili
Jérémy Frick,58,bronze,Switzerland,59,62,64,60,42,51,https://wefut.com/player/13/10059/jeremy-frick
Garabato,58,bronze,Spain,61,53,49,64,47,56,https://wefut.com/player/13/9006/garabato
Johann Durand,58,bronze,France,57,61,63,61,29,61,https://wefut.com/player/13/8307/johann-durand
Simon Moore,58,bronze,England,64,53,53,65,39,52,https://wefut.com/player/13/7818/simon-moore
Ian McLoughlin,58,bronze,Republic of Ireland,66,54,41,66,31,53,https://wefut.com/player/13/7773/ian-mcloughlin
Maik van den Kieboom,58,bronze,Netherlands,58,56,63,64,48,55,https://wefut.com/player/13/7717/maik-van-den-kieboom
Bobby Shuttleworth,58,bronze,United States,59,56,58,61,44,62,https://wefut.com/player/13/7614/bobby-shuttleworth
Kim Keun Bae,58,bronze,Korea Republic,59,60,59,58,40,58,https://wefut.com/player/13/7256/kim-keun-bae
Tisir Al Antaif,58,bronze,Saudi Arabia,62,58,62,51,42,64,https://wefut.com/player/13/7217/tisir-al-antaif
David Cornell,58,bronze,Wales,57,58,59,61,47,55,https://wefut.com/player/13/6940/david-cornell
Caleb,58,bronze,United States,58,55,63,59,36,64,https://wefut.com/player/13/6389/caleb
Gerard Doherty,58,bronze,Republic of Ireland,61,55,57,61,33,59,https://wefut.com/player/13/6267/gerard-doherty
Stefan Deloose,58,bronze,Belgium,57,59,61,61,56,53,https://wefut.com/player/13/5821/stefan-deloose
Scott Davies,58,bronze,England,57,62,51,61,19,57,https://wefut.com/player/13/5476/scott-davies
Ben Smith,58,bronze,England,60,58,61,63,41,55,https://wefut.com/player/13/4706/ben-smith
Marco Knaller,58,bronze,Austria,61,52,51,68,51,54,https://wefut.com/player/13/4414/marco-knaller
Kristof Maes,58,bronze,Belgium,61,54,60,62,52,53,https://wefut.com/player/13/4285/kristof-maes
Barry Murphy,58,bronze,Republic of Ireland,57,58,54,61,34,58,https://wefut.com/player/13/3703/barry-murphy
Naby-Moussa Yattara,58,bronze,Guinea,57,53,60,68,50,52,https://wefut.com/player/13/2973/naby-moussa-yattara
Brendan Clarke,58,bronze,Republic of Ireland,59,56,57,63,54,59,https://wefut.com/player/13/2920/brendan-clarke
Simone Farelli,58,bronze,Italy,67,53,55,65,46,52,https://wefut.com/player/13/1643/simone-farelli
Andy Marshall,58,bronze,England,59,57,54,60,52,58,https://wefut.com/player/13/759/andy-marshall
Saul Deeney,58,bronze,Republic of Ireland,54,56,65,63,46,57,https://wefut.com/player/13/396/saul-deeney
Luca Savelloni,57,bronzerare,Italy,64,55,56,59,43,51,https://wefut.com/player/13/10930/luca-savelloni
Quillan Roberts,57,bronzerare,Canada,63,57,53,60,69,51,https://wefut.com/player/13/10779/quillan-roberts
José Carlos,58,bronze,Spain,57,63,49,59,55,66,https://wefut.com/player/13/10770/philip-sprint
Tim Melia,57,bronzerare,United States,60,57,70,61,39,53,https://wefut.com/player/13/8723/tim-melia
Parfait Mandanda,57,bronzerare,DR Congo,61,58,56,60,68,54,https://wefut.com/player/13/7102/parfait-mandanda
Jon Masalin,57,bronzerare,Finland,58,52,46,70,26,56,https://wefut.com/player/13/6304/jon-masalin
Assaf Al Garni,57,bronze,Saudi Arabia,63,55,58,59,42,53,https://wefut.com/player/13/10805/assaf-al-garni
Abdullah Mayof,57,bronze,Saudi Arabia,62,55,57,64,50,49,https://wefut.com/player/13/10785/abdullah-mayof
Hassen Mouez,57,bronze,France,61,50,55,63,41,52,https://wefut.com/player/13/10636/hassen-mouez
Jaber Al Aameri,57,bronze,Saudi Arabia,59,53,55,63,40,54,https://wefut.com/player/13/10555/jaber-al-aameri
Jeremy Vuolo,57,bronze,United States,58,55,60,61,43,56,https://wefut.com/player/13/10267/jeremy-vuolo
Markus Egger,57,bronze,Austria,53,53,57,60,23,63,https://wefut.com/player/13/9567/markus-egger
Lawrence Thomas,57,bronze,Australia,64,51,53,65,28,54,https://wefut.com/player/13/9463/lawrence-thomas
Samuel Cowler,57,bronze,England,62,54,46,62,52,52,https://wefut.com/player/13/9449/samuel-cowler
Joe Day,57,bronze,England,67,44,35,68,57,54,https://wefut.com/player/13/9375/joe-day
Ryu Won Woo,57,bronze,Korea Republic,64,58,65,57,35,54,https://wefut.com/player/13/9350/ryu-won-woo
Sean McDermott,57,bronze,Republic of Ireland,59,55,47,58,44,57,https://wefut.com/player/13/9284/sean-mcdermott
Evan Newton,57,bronze,United States,57,60,57,60,36,57,https://wefut.com/player/13/9232/evan-newton
Kilian Pruschke,57,bronze,Germany,61,55,61,62,58,54,https://wefut.com/player/13/9062/kilian-pruschke
Sven Dhoest,57,bronze,Belgium,62,57,60,65,54,47,https://wefut.com/player/13/9035/sven-dhoest
Julien Latendresse,57,bronze,Canada,60,56,56,61,60,51,https://wefut.com/player/13/8975/julien-latendresse
Adrien Saussez,57,bronze,Belgium,52,60,60,62,52,56,https://wefut.com/player/13/8650/adrien-saussez
Mathieu Gorgelin,57,bronze,France,67,52,59,60,45,54,https://wefut.com/player/13/8552/mathieu-gorgelin
David Oberhauser,57,bronze,France,63,56,51,56,47,58,https://wefut.com/player/13/8160/david-oberhauser
Raúl,57,bronze,Spain,65,54,50,63,55,46,https://wefut.com/player/13/7924/raul
Thomas Bosmel,57,bronze,France,59,55,63,62,37,57,https://wefut.com/player/13/7899/thomas-bosmel
Kevin Fickentscher,57,bronze,Switzerland,56,52,54,67,56,55,https://wefut.com/player/13/7662/kevin-fickentscher
Philip Sprint,57,bronzerare,Germany,60,53,48,65,47,53,https://wefut.com/player/13/7382/jed-steer
Gabriel Sava,57,bronze,Italy,58,56,57,61,39,58,https://wefut.com/player/13/6924/gabriel-sava
Mark Oxley,57,bronze,England,61,56,55,62,31,54,https://wefut.com/player/13/6171/mark-oxley
Ian Joyce,57,bronze,United States,59,63,57,59,40,55,https://wefut.com/player/13/6138/ian-joyce
Jake Kean,57,bronze,England,67,48,53,69,50,53,https://wefut.com/player/13/6123/jake-kean
Josip Solic,57,bronze,Croatia,55,57,51,59,52,58,https://wefut.com/player/13/4821/josip-solic
Norbert Witkowski,57,bronze,Poland,63,49,56,63,49,57,https://wefut.com/player/13/4605/norbert-witkowski
Scott Gallacher,57,bronze,Scotland,57,61,64,59,32,54,https://wefut.com/player/13/4450/scott-gallacher
Andrew Weber,57,bronze,United States,61,58,61,62,50,51,https://wefut.com/player/13/4022/andrew-weber
Ian Dunbavin,57,bronze,England,56,61,51,60,58,58,https://wefut.com/player/13/2475/ian-dunbavin
Peter Cherrie,57,bronze,Scotland,58,57,59,58,25,56,https://wefut.com/player/13/1982/peter-cherrie
Andreas Lie,56,bronzerare,Norway,54,55,47,71,34,57,https://wefut.com/player/13/12137/andreas-lie
Nicolas Lemaire,56,bronzerare,Belgium,61,57,63,52,50,53,https://wefut.com/player/13/10643/nicolas-lemaire
Ioannis Gelios,56,bronzerare,Greece,57,58,53,59,61,55,https://wefut.com/player/13/9664/ioannis-gelios
Han Il Koo,56,bronzerare,Korea Republic,57,59,54,52,63,58,https://wefut.com/player/13/9333/han-il-koo
Theodoros Moschonas,56,bronzerare,Greece,59,58,64,58,29,54,https://wefut.com/player/13/8909/theodoros-moschonas
Chris Konopka,56,bronzerare,United States,57,54,57,59,30,60,https://wefut.com/player/13/5314/chris-konopka
Andreas Lie,56,bronzerare,Norway,54,55,47,71,34,57,https://wefut.com/player/13/3908/andreas-lie
Gabriel Wüthrich,56,bronzerare,Switzerland,56,53,53,61,65,54,https://wefut.com/player/13/2125/gabriel-wuthrich
Rhys Evans,56,bronzerare,England,68,49,54,51,31,56,https://wefut.com/player/13/1252/rhys-evans
Ross Atkins,56,bronze,England,60,60,57,56,45,50,https://wefut.com/player/13/13784/ross-atkins
Richard Brush,56,bronze,England,54,56,57,60,53,56,https://wefut.com/player/13/12133/richard-brush
Neil Etheridge,56,bronze,Philippines,66,55,56,55,44,49,https://wefut.com/player/13/11560/neil-etheridge
Thomas Vincensini,56,bronze,France,58,47,53,66,54,54,https://wefut.com/player/13/10691/thomas-vincensini
Koen Vanlangendonck,56,bronze,Belgium,57,54,56,57,48,57,https://wefut.com/player/13/10601/koen-vanlangendonck
Jed Steer,57,bronze,England,64,53,48,65,40,55,https://wefut.com/player/13/10511/ahmed-al-kassar
Patrick McLain,56,bronze,United States,60,54,60,61,43,52,https://wefut.com/player/13/10379/patrick-mclain
Lee Yang Jong,56,bronze,Korea Republic,58,56,54,59,49,52,https://wefut.com/player/13/10340/lee-yang-jong
Mark Ridgers,56,bronze,Scotland,60,53,56,58,41,54,https://wefut.com/player/13/10293/mark-ridgers
Sillero,56,bronze,Spain,57,58,52,62,49,48,https://wefut.com/player/13/9862/sillero
Mehdi Jeannin,56,bronze,France,54,52,57,59,45,62,https://wefut.com/player/13/9769/mehdi-jeannin
Hwang Kyo Chung,56,bronze,Korea Republic,57,60,62,61,52,52,https://wefut.com/player/13/9649/hwang-kyo-chung
Alex Cairns,56,bronze,England,57,49,54,62,31,53,https://wefut.com/player/13/9413/alex-cairns
Nikolaos Papadopoulos,56,bronze,Greece,57,54,51,65,60,54,https://wefut.com/player/13/9148/nikolaos-papadopoulos
Jon Kempin,56,bronze,United States,63,60,62,53,58,49,https://wefut.com/player/13/8955/jon-kempin
Grant Adam,56,bronze,Scotland,58,56,52,58,43,55,https://wefut.com/player/13/8949/grant-adam
Tim Murray,56,bronze,United States,59,56,58,58,52,54,https://wefut.com/player/13/8916/tim-murray
Jonathan Bond,56,bronze,Wales,63,48,50,64,51,49,https://wefut.com/player/13/8111/jonathan-bond
Neil Young,56,bronze,Australia,52,63,66,52,36,54,https://wefut.com/player/13/7788/neil-young
Carl Pentney,56,bronze,England,64,50,55,68,26,45,https://wefut.com/player/13/7649/carl-pentney
Karl Darlow,56,bronze,England,55,56,54,58,32,56,https://wefut.com/player/13/7648/karl-darlow
Neil Etheridge,56,bronze,Philippines,66,55,56,55,44,49,https://wefut.com/player/13/7598/neil-etheridge
Lalo Fernández,56,bronze,Mexico,56,60,57,63,44,48,https://wefut.com/player/13/7585/lalo-fernandez
Steward Ceus,56,bronze,United States,62,53,53,68,39,46,https://wefut.com/player/13/7115/steward-ceus
Michał Buchalik,56,bronze,Poland,57,52,56,56,28,55,https://wefut.com/player/13/6637/michal-buchalik
Jon McLaughlin,56,bronze,Scotland,58,52,64,61,55,53,https://wefut.com/player/13/6455/jon-mclaughlin
Hong Jeong Nam,56,bronze,Korea Republic,57,57,55,52,35,54,https://wefut.com/player/13/6347/hong-jeong-nam
Ross Atkins,56,bronze,England,60,60,57,56,45,50,https://wefut.com/player/13/6122/ross-atkins
Nathan Goris,56,bronze,Belgium,59,57,56,57,53,51,https://wefut.com/player/13/5824/nathan-goris
Mohammad Khojah,56,bronze,Saudi Arabia,61,57,49,57,27,56,https://wefut.com/player/13/5269/mohammad-khojah
Kyle Letheren,56,bronze,Wales,52,61,55,50,52,61,https://wefut.com/player/13/4130/kyle-letheren
Darren Quigley,56,bronze,Republic of Ireland,54,53,53,62,55,56,https://wefut.com/player/13/3621/darren-quigley
Florent Perraud,56,bronze,France,53,55,51,55,34,61,https://wefut.com/player/13/3050/florent-perraud
Ross Flitney,56,bronze,England,61,54,61,55,55,54,https://wefut.com/player/13/2799/ross-flitney
Richard Brush,56,bronze,England,54,56,57,60,53,56,https://wefut.com/player/13/1760/richard-brush
Michel Kuipers,56,bronze,Netherlands,58,48,34,67,34,57,https://wefut.com/player/13/978/michel-kuipers
Davide Taini,56,bronze,Switzerland,62,53,50,61,42,51,https://wefut.com/player/13/666/davide-taini
Ciarán Kelly,56,bronze,Republic of Ireland,56,56,54,58,40,54,https://wefut.com/player/13/467/ciaran-kelly
Nick Colgan,56,bronze,Republic of Ireland,54,61,59,49,38,61,https://wefut.com/player/13/146/nick-colgan
Liam O'Brien,55,bronzerare,England,60,51,69,55,45,48,https://wefut.com/player/13/8278/liam-o-brien
Joe Bendik,55,bronze,United States,55,54,56,58,14,61,https://wefut.com/player/13/12138/joe-bendik
Faisal Al Margab,55,bronze,Saudi Arabia,55,56,57,57,44,52,https://wefut.com/player/13/11042/faisal-al-margab
Hussain Al Hadad,55,bronze,Saudi Arabia,59,50,52,61,49,49,https://wefut.com/player/13/11035/hussain-al-hadad
Markus Glänzer,55,bronze,Austria,55,52,58,63,43,51,https://wefut.com/player/13/10889/markus-glanzer
Sultan Al Dhahri,55,bronze,Saudi Arabia,61,52,52,61,31,46,https://wefut.com/player/13/10798/sultan-al-dhahri
Vedran Janjetović,55,bronze,Australia,59,49,55,59,39,52,https://wefut.com/player/13/10707/vedran-janjetovic
Khaled Nasser,55,bronze,Saudi Arabia,55,49,53,62,49,55,https://wefut.com/player/13/10655/khaled-nasser
Jomhoor Al Shamrani,55,bronze,Saudi Arabia,59,51,52,56,46,53,https://wefut.com/player/13/10512/jomhoor-al-shamrani
Khalid Radhy,55,bronze,Saudi Arabia,52,58,58,57,44,54,https://wefut.com/player/13/10467/khalid-radhy
Erich Marscheider,55,bronze,Austria,55,54,60,62,40,50,https://wefut.com/player/13/10383/erich-marscheider
Paul Charruau,55,bronze,France,56,58,39,57,42,51,https://wefut.com/player/13/10130/paul-charruau
Baptiste Valette,55,bronze,France,55,57,53,62,37,49,https://wefut.com/player/13/9911/baptiste-valette
Maxime Dupé,55,bronze,France,56,56,53,63,48,52,https://wefut.com/player/13/9717/maxime-dupe
Patrick Tischler,55,bronze,Austria,59,44,52,58,52,57,https://wefut.com/player/13/9545/patrick-tischler
Andreas Arestidou,56,bronze,England,59,57,54,61,35,53,https://wefut.com/player/13/9271/chris-kettings
Carlos López,55,bronze,Mexico,62,58,61,52,30,55,https://wefut.com/player/13/9175/carlos-lopez
Joe Bendik,55,bronze,United States,55,54,56,58,14,61,https://wefut.com/player/13/9013/joe-bendik
Asterios Giakoumis,55,bronze,Greece,65,57,61,57,43,42,https://wefut.com/player/13/8945/asterios-giakoumis
Marvin Gladrow,55,bronze,Germany,61,50,54,62,44,47,https://wefut.com/player/13/8528/marvin-gladrow
Kim Kyo Bin,55,bronze,Korea Republic,55,56,54,55,33,57,https://wefut.com/player/13/8424/kim-kyo-bin
Kim Dae Ho,55,bronze,Korea Republic,55,58,61,57,39,55,https://wefut.com/player/13/7305/kim-dae-ho
Steven Deana,55,bronze,Switzerland,52,57,53,61,56,51,https://wefut.com/player/13/6917/steven-deana
Geoffrey Lembet,55,bronze,Central African Rep.,61,51,59,66,39,47,https://wefut.com/player/13/6614/geoffrey-lembet
Oumar Sissoko,55,bronze,Mali,66,57,52,44,50,51,https://wefut.com/player/13/5371/oumar-sissoko
Mikhael Jaimez-Ruiz,55,bronze,Venezuela,56,51,58,57,59,56,https://wefut.com/player/13/5127/mikhael-jaimez-ruiz
Guillaume Faivre,55,bronze,Switzerland,61,51,59,63,54,51,https://wefut.com/player/13/4119/guillaume-faivre
Joe Anyon,55,bronze,England,59,49,54,63,50,48,https://wefut.com/player/13/4062/joe-anyon
Marcel Herzog,55,bronze,Switzerland,56,54,51,52,55,58,https://wefut.com/player/13/2110/marcel-herzog
Mark McNulty,55,bronze,Republic of Ireland,63,54,50,54,37,50,https://wefut.com/player/13/2044/mark-mcnulty
Markus Böcskör,55,bronze,Austria,54,58,54,55,53,51,https://wefut.com/player/13/1870/markus-bocskor
Daniel Techi Yeboah,55,bronze,Ivory Coast,62,53,51,50,26,56,https://wefut.com/player/13/1861/daniel-techi-yeboah
Yang Han Been,54,bronzerare,Korea Republic,55,59,55,56,42,54,https://wefut.com/player/13/11953/yang-han-been
Markus Kuster,54,bronzerare,Austria,51,53,53,62,46,54,https://wefut.com/player/13/10892/markus-kuster
Markus Scholz,54,bronzerare,Germany,57,51,58,59,24,53,https://wefut.com/player/13/10728/markus-scholz
Yang Han Been,54,bronzerare,Korea Republic,55,59,55,56,42,54,https://wefut.com/player/13/9362/yang-han-been
Brian Sylvestre,54,bronzerare,United States,53,51,68,64,61,48,https://wefut.com/player/13/9300/brian-sylvestre
Eirik Holmen Johansen,54,bronzerare,Norway,45,60,52,71,20,51,https://wefut.com/player/13/7110/eirik-holmen-johansen
David Moser,54,bronzerare,Switzerland,51,54,46,60,61,51,https://wefut.com/player/13/2870/david-moser
Lee Sang Gi,54,bronze,Korea Republic,60,50,54,55,52,58,https://wefut.com/player/13/13866/lee-sang-gi
Chris Kettings,55,bronze,Scotland,58,52,49,58,48,53,https://wefut.com/player/13/11950/reyaad-pieterse
Basem Al Baqi,54,bronze,Saudi Arabia,53,50,51,59,49,53,https://wefut.com/player/13/10975/basem-al-baqi
Mutab Aseri,54,bronze,Saudi Arabia,55,51,51,59,40,52,https://wefut.com/player/13/10972/mutab-aseri
Hussain Rabie,54,bronze,Saudi Arabia,50,56,55,53,47,57,https://wefut.com/player/13/10924/hussain-rabie
Thomas Vollnhofer,54,bronze,Austria,59,50,54,54,47,55,https://wefut.com/player/13/10845/thomas-vollnhofer
Thomas Dähne,54,bronze,Germany,57,50,47,56,47,53,https://wefut.com/player/13/10763/thomas-dahne
Chris Maxwell,54,bronze,Wales,60,55,49,53,19,50,https://wefut.com/player/13/10615/chris-maxwell
Mustafa Al Abbad,54,bronze,Saudi Arabia,53,54,57,54,41,55,https://wefut.com/player/13/10540/mustafa-al-abbad
Emad Al Dosari,54,bronze,Saudi Arabia,57,58,56,57,46,48,https://wefut.com/player/13/10528/emad-al-dosari
Hussain Shae'an,54,bronze,Saudi Arabia,61,47,55,58,48,52,https://wefut.com/player/13/10503/hussain-shae-an
Marcel Wehr,54,bronze,Germany,57,52,52,56,42,53,https://wefut.com/player/13/10440/marcel-wehr
Reyaad Pieterse,54,bronze,South Africa,55,54,52,56,43,54,https://wefut.com/player/13/10394/reyaad-pieterse
Lee Jin Hyung,54,bronze,Korea Republic,54,52,52,58,48,51,https://wefut.com/player/13/10304/lee-jin-hyung
Michael Schlingermann,54,bronze,Republic of Ireland,55,51,52,56,46,54,https://wefut.com/player/13/10134/michael-schlingermann
Paul Nardi,54,bronze,France,59,53,48,64,54,46,https://wefut.com/player/13/10051/paul-nardi
Lee Sang Gi,54,bronze,Korea Republic,60,50,54,55,52,58,https://wefut.com/player/13/9842/lee-sang-gi
Jordan Pickford,54,bronze,England,60,50,59,51,48,54,https://wefut.com/player/13/9819/jordan-pickford
Andreas Leitner,54,bronze,Austria,58,47,52,61,44,48,https://wefut.com/player/13/9811/andreas-leitner
Lewis Carey,54,bronze,England,53,56,58,54,24,55,https://wefut.com/player/13/9487/lewis-carey
Paik Sun Kyu,54,bronze,Korea Republic,55,56,54,56,23,56,https://wefut.com/player/13/9353/paik-sun-kyu
Mason Springthorpe,54,bronze,England,55,54,51,54,38,54,https://wefut.com/player/13/9270/mason-springthorpe
George Long,54,bronze,England,56,49,45,66,46,48,https://wefut.com/player/13/9122/george-long
Aykut Özer,54,bronze,Turkey,54,57,53,64,53,45,https://wefut.com/player/13/8870/aykut-ozer
Gerard Barron,54,bronze,Republic of Ireland,54,52,53,58,33,52,https://wefut.com/player/13/8355/gerard-barron
Dominique Agostini,54,bronze,France,65,51,42,61,48,45,https://wefut.com/player/13/7888/dominique-agostini
Filippo Lombardi,54,bronze,Italy,55,45,50,65,44,50,https://wefut.com/player/13/7795/filippo-lombardi
